ID,Raw_kit_germfree1,Raw_kit_germfree3,Raw_kit_germfree4,Raw_kit_microbiota1,Raw_kit_microbiota2,Raw_kit_microbiota3,Raw_MH63_germfree2,Raw_MH63_germfree3,Raw_MH63_microbiota1,Raw_MH63_microbiota3,Scale_kit_germfree1,Scale_kit_germfree3,Scale_kit_germfree4,Scale_kit_microbiota1,Scale_kit_microbiota2,Scale_kit_microbiota3,Scale_MH63_germfree2,Scale_MH63_germfree3,Scale_MH63_microbiota1,Scale_MH63_microbiota3,Kit_microbiota_vs_germfree_log2FoldChange,Kit_microbiota_vs_germfree_pvalue,Kit_microbiota_vs_germfree_padj,MH63_microbiota_vs_germfree_log2FoldChange,MH63_microbiota_vs_germfree_pvalue,MH63_microbiota_vs_germfree_padj,cl,Kit_microbiota_vs_germfree_log2FoldChange,Kit_microbiota_vs_germfree_pvalue,Kit_microbiota_vs_germfree_padj,MH63_microbiota_vs_germfree_log2FoldChange,MH63_microbiota_vs_germfree_pvalue,MH63_microbiota_vs_germfree_padj,RAPDB,Product,Gene
LOC9266680,1208.919432,966.7323519,902.820631,1455.759593,1288.761958,1472.795719,1940.546475,1706.218178,1101.575583,686.0684434,-0.167651408,-0.801079632,-0.968237549,0.477946715,0.041172732,0.522503851,1.745882614,1.133008646,-0.448403889,-1.53514208,0.455072263,5.19E-04,0.001554671,-1.030497349,3.36E-05,2.08E-04,1,0.455072263,5.19E-04,0.001554671,-1.030497349,3.36E-05,2.08E-04,Os02g0614700,uncharacterized LOC9266680,LOC9266680
LOC9267334,8.239957182,22.98862914,11.91280757,18.28118458,19.5885288,8.320879766,104.3200694,118.9405639,30.94957414,37.36016276,-0.746257738,-0.377540556,-0.654436383,-0.495226793,-0.462543153,-0.744234672,1.65574756,2.021260303,-0.178516725,-0.018251843,0.114347325,0.861592079,0.901519246,-1.70165629,3.55E-05,2.18E-04,1,0.114347325,0.861592079,0.901519246,-1.70165629,3.55E-05,2.18E-04,Os10g0542700,uncharacterized LOC9267334,LOC9267334
LOC4337974,314.2955097,377.4974891,305.4784227,653.3118068,521.5445794,538.7769648,881.8909566,852.5828033,497.4857473,296.3340182,-0.971849563,-0.678835775,-1.012726891,0.599880473,-0.011012014,0.06887989,1.659607449,1.523730485,-0.122552343,-1.055121712,0.783137014,2.86E-07,1.42E-06,-1.13137197,3.78E-05,2.31E-04,1,0.783137014,2.86E-07,1.42E-06,-1.13137197,3.78E-05,2.31E-04,Os05g0179100,uncharacterized LOC4337974,LOC4337974
LOC9266046,145.9649558,150.0310534,174.4375395,137.5899681,188.5395897,190.3401246,338.0742988,374.7154049,140.9925044,191.8953814,-0.683584869,-0.635070798,-0.343868246,-0.783509855,-0.175611619,-0.15412879,1.608540707,2.045718905,-0.742912972,-0.135572463,0.131586233,0.531458779,0.636748767,-1.092628429,3.82E-05,2.33E-04,1,0.131586233,0.531458779,0.636748767,-1.092628429,3.82E-05,2.33E-04,Os10g0162100,retrovirus-related Pol polyprotein from transposon TNT 1-94,LOC9266046
LOC112937421,16.47991436,62.91624818,0,71.20040309,60.39796381,46.80494868,69.5467129,97.88913667,21.77932995,15.28370295,-0.946410522,0.530831515,-1.470672889,0.794368726,0.450719344,0.018295599,0.741761199,1.643396112,-0.777824442,-0.984464642,1.171878335,0.455789509,0.566643424,-2.187540897,3.85E-05,2.35E-04,1,1.171878335,0.455789509,0.566643424,-2.187540897,3.85E-05,2.35E-04,0,uncharacterized LOC112937421,LOC112937421
LOC4328535,4.708546961,8.469494948,0,17.31901697,15.5075853,11.44120968,198.0149465,179.9897029,83.67847824,52.6438657,-0.707828046,-0.657091082,-0.771348568,-0.537706851,-0.56214392,-0.617001247,1.899966554,1.656797508,0.357513613,-0.061157963,1.807703319,0.055178928,0.099926345,-1.482270052,4.51E-05,2.71E-04,1,1.807703319,0.055178928,0.099926345,-1.482270052,4.51E-05,2.71E-04,Os02g0185400,uncharacterized LOC4328535,LOC4328535
LOC112939018,0,0,0,0,0,0,31.87557675,54.73371083,3.438841571,4.245473041,-0.503816394,-0.503816394,-0.503816394,-0.503816394,-0.503816394,-0.503816394,1.199314865,2.420638732,-0.320077018,-0.276978213,0,0,0,-3.480665129,4.91E-05,2.92E-04,1,0,0,0,-3.480665129,4.91E-05,2.92E-04,#N/A,#N/A,LOC112939018
LOC4341626,0,0,0,0,0,0,90.7970974,92.62627986,25.21817152,27.17102746,-0.629307217,-0.629307217,-0.629307217,-0.629307217,-0.629307217,-0.629307217,1.793772569,1.842587511,0.043683918,0.095799304,0,0,0,-1.80495583,4.98E-05,2.96E-04,1,0,0,0,-1.80495583,4.98E-05,2.96E-04,#N/A,#N/A,LOC4341626
LOC107278067,0,0,0,0,0,0,18.35260479,32.62971222,0,0,-0.452672903,-0.452672903,-0.452672903,-0.452672903,-0.452672903,-0.452672903,1.176858154,2.444525072,-0.452672903,-0.452672903,0,0,0,-7.132762878,5.06E-05,3.00E-04,1,0,0,0,-7.132762878,5.06E-05,3.00E-04,#N/A,#N/A,LOC107278067
LOC4342263,34.13696547,19.35884559,18.72012618,25.01635784,19.5885288,45.76483871,44.43262213,64.20685308,6.877683143,9.340040689,0.297184287,-0.517220718,-0.552419802,-0.205441796,-0.504563144,0.937982862,0.864565956,1.954300834,-1.20504307,-1.069345409,0.322473864,0.529771109,0.635132042,-2.728274205,6.05E-05,3.53E-04,1,0.322473864,0.529771109,0.635132042,-2.728274205,6.05E-05,3.53E-04,Os07g0118200,uncharacterized LOC4342263,LOC4342263
LOC4324350,433.1863204,540.8377488,382.911672,721.625707,1138.583237,778.0022581,1480.765429,1744.110747,460.8047706,902.5875684,-0.914959732,-0.683287354,-1.023153813,-0.294220745,0.603097051,-0.172895001,1.339493802,1.906228838,-0.855523159,0.095220114,0.962400344,9.06E-07,4.21E-06,-1.239778837,6.07E-05,3.54E-04,1,0.962400344,9.06E-07,4.21E-06,-1.239778837,6.07E-05,3.54E-04,Os01g0915000,uncharacterized LOC4324350,LOC4324350
LOC4331579,27.07414503,47.18718614,28.08018928,14.43251414,11.4266418,23.92252933,149.7186181,126.3085634,55.02146514,38.20925737,-0.527324432,-0.104163229,-0.50615812,-0.793293546,-0.856534532,-0.593631734,2.053010507,1.560482957,0.060663309,-0.293051181,-1.04575095,0.038532862,0.073419993,-1.576741374,6.34E-05,3.66E-04,1,-1.04575095,0.038532862,0.073419993,-1.576741374,6.34E-05,3.66E-04,Os03g0141800,uncharacterized LOC4331579,LOC4331579
LOC107276166,0,0,0,0,0,0,79.20597858,79.99542352,20.63304943,21.2273652,-0.618640577,-0.618640577,-0.618640577,-0.618640577,-0.618640577,-0.618640577,1.818422467,1.842712642,0.016211023,0.034497332,0,0,0,-1.926030841,6.55E-05,3.78E-04,1,0,0,0,-1.926030841,6.55E-05,3.78E-04,#N/A,#N/A,LOC107276166
LOC112937358,17.65705111,12.0992785,22.97470032,23.09202262,23.66947231,33.28351906,32.84150331,36.83999767,2.292561048,2.547283824,-0.252048606,-0.707945493,0.18415127,0.193775067,0.241142517,1.029770317,0.993512338,1.32150365,-1.51237782,-1.491483241,0.582234327,0.241214182,0.342638407,-3.840096391,6.66E-05,3.83E-04,1,0.582234327,0.241214182,0.342638407,-3.840096391,6.66E-05,3.83E-04,0,uncharacterized LOC112937358,LOC112937358
LOC4348503,21.18846133,10.88935065,11.91280757,7.697340875,22.03709491,9.360989737,61.81930036,25.26171269,1.146280524,0,0.227265485,-0.349653136,-0.292322812,-0.528457883,0.274802843,-0.435266341,2.503256912,0.455434171,-0.895424393,-0.959634847,-0.15103693,0.823695312,0.87411979,-6.455238474,6.72E-05,3.87E-04,1,-0.15103693,0.823695312,0.87411979,-6.455238474,6.72E-05,3.87E-04,Os10g0379100,tryptamine hydroxycinnamoyltransferase 1-like,LOC4348503
LOC4349040,9.417093923,13.30920635,3.403659306,1.924335219,3.264754801,0,31.87557675,16.84114179,0,0,0.137518897,0.516176504,-0.447518871,-0.591440027,-0.461032676,-0.778655629,2.322470009,0.859793049,-0.778655629,-0.778655629,-2.270897374,0.054425152,0.098817906,-7.069997163,7.06E-05,4.05E-04,1,-2.270897374,0.054425152,0.098817906,-7.069997163,7.06E-05,4.05E-04,Os10g0501900,uncharacterized LOC4349040,LOC4349040
LOC4343545,3.531410221,3.629783549,0,4.810838047,4.080943501,6.240659824,31.87557675,15.78857043,0,0,-0.350289274,-0.340342548,-0.707357322,-0.220923732,-0.29472485,-0.076351553,2.515646876,0.889057048,-0.707357322,-0.707357322,1.133758102,0.370662583,0.48253946,-7.03858849,8.60E-05,4.84E-04,1,1.133758102,0.370662583,0.48253946,-7.03858849,8.60E-05,4.84E-04,Os07g0550600,benzyl alcohol O-benzoyltransferase,LOC4343545
LOC4333794,0,0,0,0,0,0,87.89931769,89.46856577,1.146280524,16.13279755,-0.528593972,-0.528593972,-0.528593972,-0.528593972,-0.528593972,-0.528593972,1.858448143,1.901063505,-0.497464949,-0.090482867,0,0,0,-3.307601271,8.75E-05,4.91E-04,1,0,0,0,-3.307601271,8.75E-05,4.91E-04,#N/A,#N/A,LOC4333794
LOC9272396,379.0380304,364.1882828,381.2098423,253.0500813,250.569931,260.0274927,471.3721652,614.7016754,304.9106193,212.273652,0.243990921,0.122829157,0.261711126,-0.783967437,-0.80420343,-0.727037481,0.99736175,2.166813027,-0.36082797,-1.116669664,-0.559449215,3.22E-05,1.20E-04,-1.073934931,9.40E-05,5.24E-04,1,-0.559449215,3.22E-05,1.20E-04,-1.073934931,9.40E-05,5.24E-04,Os11g0488900,F-box protein At5g50450,LOC9272396
LOC4349947,158.9134599,122.2027128,113.1716719,160.6819908,239.9594779,261.0676027,360.2906099,263.1428405,142.1387849,150.2897456,-0.478523633,-0.937521407,-1.050437323,-0.456411533,0.534802021,0.798718805,2.039312991,0.82466569,-0.688258903,-0.586346708,0.750509047,0.00205835,0.005448455,-1.091986816,9.79E-05,5.44E-04,1,0.750509047,0.00205835,0.005448455,-1.091986816,9.79E-05,5.44E-04,Os11g0182100,uncharacterized LOC4349947,LOC4349947
LOC4344325,40.02264917,87.11480518,60.41495269,60.61655939,70.19222822,78.00824781,133.2978664,104.2045648,40.11981833,40.75654119,-1.033305163,0.513823748,-0.363352351,-0.356728922,-0.042137378,0.214644025,2.031085969,1.075277364,-1.030112843,-1.009194448,0.1563995,0.646169235,0.734250404,-1.55459765,9.99E-05,5.53E-04,1,0.1563995,0.646169235,0.734250404,-1.55459765,9.99E-05,5.53E-04,Os07g0684900,WUSCHEL-related homeobox 11-like,LOC4344325
LOC4324380,45.90833287,48.39711399,34.88750789,41.3732072,13.8752079,23.92252933,161.3097369,225.2502715,72.215673,28.02012207,-0.34322842,-0.307044349,-0.503458784,-0.409164031,-0.808953925,-0.662877204,1.334577828,2.26420108,0.039250633,-0.603302828,-0.708689627,0.133066776,0.21046487,-1.961563315,1.02E-04,5.66E-04,1,-0.708689627,0.133066776,0.21046487,-1.961563315,1.02E-04,5.66E-04,Os01g0267300,putative serpin-Z12,LOC4324380
LOC4332184,1293.673278,1120.393189,818.5800632,1379.748352,778.64402,1030.748981,2006.229482,1975.676447,275.1073257,621.5372531,0.293807071,-0.017309343,-0.559200902,0.4483509,-0.630904227,-0.178261387,1.573168899,1.518312332,-1.534981157,-0.912982187,-0.018956743,0.928466445,0.949711214,-2.149610539,1.07E-04,5.90E-04,1,-0.018956743,0.928466445,0.949711214,-2.149610539,1.07E-04,5.90E-04,Os03g0236200,glutamate decarboxylase 1,LOC4332184
LOC4338034,1068.84016,670.3000287,646.6952682,1678.020311,870.8733431,1065.07261,2698.798831,1362.027342,960.5830789,793.9034586,-0.181969156,-0.825629272,-0.863752015,0.801884002,-0.501694409,-0.188053917,2.450486915,0.291541242,-0.356809178,-0.626004211,0.599306765,0.102405811,0.168795315,-1.211431213,1.08E-04,5.93E-04,1,0.599306765,0.102405811,0.168795315,-1.211431213,1.08E-04,5.93E-04,Os05g0194900,ATP-dependent 6-phosphofructokinase 6,LOC4338034
LOC112936631,0,0,0,0,0,0,30.90965018,38.9451404,0,0.849094608,-0.477536722,-0.477536722,-0.477536722,-0.477536722,-0.477536722,-0.477536722,1.610112773,2.15283283,-0.477536722,-0.42018855,0,0,0,-6.163220398,1.15E-04,6.28E-04,1,0,0,0,-6.163220398,1.15E-04,6.28E-04,#N/A,#N/A,LOC112936631
LOC4350116,0,0,0,0,0,0,149.7186181,151.5702761,57.31402619,67.07847404,-0.682090953,-0.682090953,-0.682090953,-0.682090953,-0.682090953,-0.682090953,1.716926626,1.746596686,0.236280845,0.39274156,0,0,0,-1.271614672,1.51E-04,8.02E-04,1,0,0,0,-1.271614672,1.51E-04,8.02E-04,#N/A,#N/A,LOC4350116
LOC9268111,90.63952901,83.48502163,93.60063092,74.08690592,93.86170052,80.08846775,107.2178491,170.5165607,51.58262357,36.51106815,0.069378174,-0.130729869,0.152198734,-0.39359053,0.159500722,-0.225729806,0.53306561,2.303499355,-1.023024209,-1.444568181,-0.109425737,0.658142884,0.743666963,-1.663640492,1.72E-04,9.04E-04,1,-0.109425737,0.658142884,0.743666963,-1.663640492,1.72E-04,9.04E-04,Os03g0370800,copper transporter 4-like,LOC9268111
LOC107275676,7.062820442,7.259567098,7.658233439,2.886502828,13.0590192,4.160439883,158.4119572,190.5154165,48.143782,7.641851473,-0.537015694,-0.534206973,-0.528515682,-0.596636074,-0.451415009,-0.578449571,1.623618123,2.081921496,0.049448931,-0.528749548,-0.10962834,0.902965564,0.932418813,-2.666957274,1.74E-04,9.14E-04,1,-0.10962834,0.902965564,0.932418813,-2.666957274,1.74E-04,9.14E-04,Os10g0450100,uncharacterized LOC107275676,LOC107275676
LOC4346116,72.9824779,31.45812409,53.60763407,44.25971003,78.35411522,127.9335264,737.0019714,413.6605453,88.26360033,24.62374364,-0.409433057,-0.58985405,-0.493615669,-0.534231876,-0.386093594,-0.170673827,2.47569448,1.070794079,-0.343037435,-0.619549051,0.661365989,0.131001695,0.207710106,-3.35503269,1.86E-04,9.67E-04,1,0.661365989,0.131001695,0.207710106,-3.35503269,1.86E-04,9.67E-04,Os08g0529000,probable auxin efflux carrier component 5c,LOC4346116
LOC4350620,16.47991436,43.55740259,19.57104101,4.810838047,13.8752079,18.72197947,57.95559408,106.3097076,13.75536629,0.849094608,-0.409697712,0.43657879,-0.313088018,-0.774401594,-0.491104889,-0.339624483,0.886578104,2.397831645,-0.494850404,-0.898221438,-1.085314769,0.096600131,0.16062511,-3.546114426,1.86E-04,9.69E-04,1,-1.085314769,0.096600131,0.16062511,-3.546114426,1.86E-04,9.69E-04,Os11g0525900,ERI1 exoribonuclease 2,LOC4350620
LOC107281881,35.31410221,37.50776334,28.9311041,50.03271569,25.30184971,49.9252786,125.5704538,63.15428172,21.77932995,22.92555442,-0.345464881,-0.274838328,-0.550970256,0.128411835,-0.667816802,0.124952818,2.560405538,0.55087042,-0.781226947,-0.744323397,0.298539093,0.47077488,0.581070709,-2.077955099,1.87E-04,9.73E-04,1,0.298539093,0.47077488,0.581070709,-2.077955099,1.87E-04,9.73E-04,0,uncharacterized acetyltransferase At3g50280-like,LOC107281881
LOC112937430,63.56538398,53.23682539,53.60763407,36.56236916,35.91230281,33.28351906,111.0815553,123.1508494,35.53469624,47.54929805,0.131258402,-0.190232986,-0.178691027,-0.709249654,-0.729483913,-0.811308626,1.610268249,1.985942555,-0.741237466,-0.367265535,-0.685063074,0.035241534,0.067953589,-1.486198339,2.10E-04,0.001080331,1,-0.685063074,0.035241534,0.067953589,-1.486198339,2.10E-04,0.001080331,Os12g0217400,receptor-like protein 6,LOC112937430
LOC107275953,27.07414503,41.13754689,44.24757098,32.71369872,28.56660451,35.363739,169.0371494,186.3051311,87.11731981,75.56942012,-0.774754475,-0.536018687,-0.483223918,-0.679019224,-0.749418962,-0.634032993,1.635163839,1.928299544,0.244519154,0.048485722,-0.228596736,0.559484163,0.66123811,-1.130516493,2.60E-04,0.001310862,1,-0.228596736,0.559484163,0.66123811,-1.130516493,2.60E-04,0.001310862,Os12g0184033,ricin B-like lectin R40C1%2C transcript variant X3,LOC107275953
LOC4342839,1.17713674,7.259567098,6.807318613,4.810838047,2.448566101,5.200549854,10.62519225,31.57714086,0,0,-0.625298428,0.028926725,-0.019717044,-0.234458147,-0.488543707,-0.192540812,0.390932781,2.644520735,-0.751911052,-0.751911052,-0.313618579,0.77042211,0.833900792,-6.859400881,2.64E-04,0.001333389,1,-0.313618579,0.77042211,0.833900792,-6.859400881,2.64E-04,0.001333389,Os07g0249800,IAA-amino acid hydrolase ILR1-like 8,LOC4342839
LOC107278143,0,0,0,0,0,0,11.59111882,28.41942678,0,0,-0.429250515,-0.429250515,-0.429250515,-0.429250515,-0.429250515,-0.429250515,0.814295067,2.619709051,-0.429250515,-0.429250515,0,0,0,-6.782633052,2.87E-04,0.001436033,1,0,0,0,-6.782633052,2.87E-04,0.001436033,#N/A,#N/A,LOC107278143
LOC112936128,0,0,0,0,0,0,10.62519225,30.5245695,0,0,-0.417259949,-0.417259949,-0.417259949,-0.417259949,-0.417259949,-0.417259949,0.66013807,2.677941524,-0.417259949,-0.417259949,0,0,0,-6.822981348,2.92E-04,0.001454432,1,0,0,0,-6.822981348,2.92E-04,0.001454432,#N/A,#N/A,LOC112936128
LOC4346808,0,0,0,0,0,0,124.6045273,125.2559921,51.58262357,50.09658188,-0.680360268,-0.680360268,-0.680360268,-0.680360268,-0.680360268,-0.680360268,1.731201316,1.743809585,0.317955573,0.289195133,0,0,0,-1.297983263,3.04E-04,0.001511302,1,0,0,0,-1.297983263,3.04E-04,0.001511302,#N/A,#N/A,LOC4346808
LOC4336751,67.0967942,60.49639248,45.94940064,27.90286067,26.93422711,40.56428886,121.7067476,142.0971339,49.29006252,56.88933874,0.083443031,-0.088450094,-0.467294895,-0.937277825,-0.962503782,-0.607538433,1.505640634,2.036663949,-0.380294613,-0.182387972,-0.863264958,0.017502711,0.036805909,-1.308183894,3.29E-04,0.001623522,1,-0.863264958,0.017502711,0.036805909,-1.308183894,3.29E-04,0.001623522,Os04g0578200,uncharacterized LOC4336751,LOC4336751
LOC112937841,0,0,0,0,0,0,29.94372361,47.36571129,5.731402619,4.245473041,-0.531303759,-0.531303759,-0.531303759,-0.531303759,-0.531303759,-0.531303759,1.291343207,2.351803602,-0.182438543,-0.272885713,0,0,0,-2.968044496,3.32E-04,0.001633911,1,0,0,0,-2.968044496,3.32E-04,0.001633911,#N/A,#N/A,LOC112937841
LOC107275831,95.34807597,87.11480518,64.66952682,93.33025811,93.04551182,93.60989737,160.3438103,142.0971339,64.19170933,68.77666326,-0.028450578,-0.287377104,-0.993254283,-0.091908538,-0.100863468,-0.083114217,2.015587588,1.441751422,-1.008281072,-0.864089751,0.188839628,0.463525844,0.573893618,-1.184132975,3.50E-04,0.001711562,1,0.188839628,0.463525844,0.573893618,-1.184132975,3.50E-04,0.001711562,Os10g0469300,probable leucine-rich repeat receptor-like protein kinase At1g35710,LOC107275831
LOC112938631,0,0,0,0,0,0,20.28445793,33.68228359,1.146280524,0.849094608,-0.477765209,-0.477765209,-0.477765209,-0.477765209,-0.477765209,-0.477765209,1.253979204,2.397791368,-0.379903837,-0.405275481,0,0,0,-4.779938568,3.59E-04,0.001751399,1,0,0,0,-4.779938568,3.59E-04,0.001751399,#N/A,#N/A,LOC112938631
LOC4328502,0,0,0,0,0,0,426.9395431,468.3942561,77.94707562,218.2173143,-0.638507969,-0.638507969,-0.638507969,-0.638507969,-0.638507969,-0.638507969,1.649404031,1.871554302,-0.220799999,0.530889479,0,0,0,-1.588997021,3.67E-04,0.00178468,1,0,0,0,-1.588997021,3.67E-04,0.00178468,#N/A,#N/A,LOC4328502
LOC4350062,1.17713674,6.049639248,4.254574133,0,6.529509602,9.360989737,139.0934258,205.2514156,52.72890409,76.41851473,-0.690186932,-0.621428243,-0.64675944,-0.706798186,-0.614656516,-0.57469987,1.256029238,2.189622728,0.037289742,0.371587479,0.465110311,0.721110027,0.794232731,-1.406295946,3.80E-04,0.001843322,1,0.465110311,0.721110027,0.794232731,-1.406295946,3.80E-04,0.001843322,Os11g0212900,proline-rich receptor-like protein kinase PERK2,LOC4350062
LOC112937611,0,0,0,0,0,0,34.77335645,46.31313993,5.731402619,6.792756865,-0.555391411,-0.555391411,-0.555391411,-0.555391411,-0.555391411,-0.555391411,1.50770956,2.192364162,-0.215347667,-0.152377589,0,0,0,-2.685299591,3.86E-04,0.001869967,1,0,0,0,-2.685299591,3.86E-04,0.001869967,#N/A,#N/A,LOC112937611
LOC4326146,21.18846133,53.23682539,25.5274448,9.621676094,12.2428305,20.80219941,62.78522692,86.31085169,22.92561048,9.340040689,-0.429942883,0.799262258,-0.263522508,-0.873583372,-0.773049801,-0.44475784,1.16548826,2.067806358,-0.363315062,-0.884385411,-1.22922924,0.029515058,0.058186215,-2.234083402,3.87E-04,0.001873731,1,-1.22922924,0.029515058,0.058186215,-2.234083402,3.87E-04,0.001873731,Os01g0111700,uncharacterized LOC4326146,LOC4326146
LOC107275770,0,0,0,0,0,0,13.52297195,22.1039986,0,0,-0.458025307,-0.458025307,-0.458025307,-0.458025307,-0.458025307,-0.458025307,1.280506845,2.383695611,-0.458025307,-0.458025307,0,0,0,-6.615880283,3.91E-04,0.001888905,1,0,0,0,-6.615880283,3.91E-04,0.001888905,#N/A,#N/A,LOC107275770
LOC4339654,136.5478619,146.4012698,141.2518612,157.7954879,211.3928734,194.5005645,222.1631107,230.5131283,126.0908576,95.09859611,-0.649287043,-0.433350934,-0.546199531,-0.183648177,0.990931314,0.620738639,1.226959616,1.409949129,-0.878450885,-1.557642127,0.411843219,0.036791781,0.070570829,-1.039289823,4.13E-04,0.001985377,1,0.411843219,0.036791781,0.070570829,-1.039289823,4.13E-04,0.001985377,Os05g0569400,putative glucose-6-phosphate 1-epimerase,LOC4339654
LOC9269313,12.94850414,2.419855699,5.956403786,15.39468175,13.8752079,6.240659824,37.67113615,48.41828265,9.17024419,4.245473041,-0.175860581,-0.865321063,-0.63373292,-0.015674514,-0.115176095,-0.615118631,1.443082047,2.146850707,-0.423277041,-0.745771909,0.745560792,0.367755623,0.479753033,-2.715671512,4.37E-04,0.002088863,1,0.745560792,0.367755623,0.479753033,-2.715671512,4.37E-04,0.002088863,Os02g0493050,uncharacterized LOC9269313,LOC9269313
LOC4341150,0,0,0,0,0,0,46.36447527,31.57714086,5.731402619,5.943662257,-0.547438989,-0.547438989,-0.547438989,-0.547438989,-0.547438989,-0.547438989,2.284815139,1.381505252,-0.197326352,-0.184360105,0,0,0,-2.738509932,4.80E-04,0.002274803,1,0,0,0,-2.738509932,4.80E-04,0.002274803,#N/A,#N/A,LOC4341150
LOC107279770,27.07414503,37.50776334,22.97470032,36.56236916,15.5075853,45.76483871,45.3985487,63.15428172,2.292561048,11.88732451,-0.203354973,0.364215056,-0.426357376,0.312787317,-0.832554974,0.813385073,0.793459557,1.759339429,-1.551428473,-1.029490635,0.158175594,0.752453264,0.818626221,-2.885692131,4.84E-04,0.002287784,1,0.158175594,0.752453264,0.818626221,-2.885692131,4.84E-04,0.002287784,0,uncharacterized LOC107279770,LOC107279770
LOC4325014,69.45106768,62.91624818,63.81861199,110.6492751,111.0016632,67.6071481,196.0830933,138.9394198,59.60658724,14.43460834,-0.391476727,-0.519390103,-0.501727121,0.414942153,0.421839843,-0.42756984,2.087234428,0.968696994,-0.584173822,-1.468375803,0.564818267,0.052427496,0.095703411,-2.195913139,5.23E-04,0.002451748,1,0.564818267,0.052427496,0.095703411,-2.195913139,5.23E-04,0.002451748,Os01g0902700,protein NRT1/ PTR FAMILY 8.1,LOC4325014
LOC4343852,201.2903826,202.0579509,148.0591798,140.476471,168.9510609,189.3000147,2793.459635,2699.845544,939.9500295,393.1308036,-0.553126,-0.552401938,-0.60333999,-0.610492902,-0.583632288,-0.564436738,1.892115818,1.803807892,0.143665483,-0.372159337,-0.140185155,0.512300555,0.619113331,-2.043694867,5.40E-04,0.002525646,1,-0.140185155,0.512300555,0.619113331,-2.043694867,5.40E-04,0.002525646,Os07g0605400,protein EGG APPARATUS-1,LOC4343852
LOC4344897,29.42841851,25.40848484,17.86921136,26.94069306,18.7723401,15.60164956,54.09188781,38.9451404,10.31652471,7.641851473,0.352641013,0.064909836,-0.474721962,0.174579326,-0.410079528,-0.637025194,2.117955977,1.033810858,-1.015313823,-1.206756504,-0.234805776,0.634257865,0.724662546,-2.387432629,5.49E-04,0.002560633,1,-0.234805776,0.634257865,0.724662546,-2.387432629,5.49E-04,0.002560633,Os08g0200100,acyl-[acyl-carrier-protein] desaturase 7%2C chloroplastic-like%2C transcript variant X2,LOC4344897
LOC107277097,0,4.839711399,6.807318613,1.924335219,6.529509602,2.080219941,28.01187047,46.31313993,3.438841571,5.943662257,-0.71463896,-0.388008329,-0.255215124,-0.584766169,-0.273964369,-0.574245557,1.175873548,2.411020586,-0.482552602,-0.313503025,-0.151101144,0.909837352,0.937215028,-2.957582139,5.64E-04,0.00262231,1,-0.151101144,0.909837352,0.937215028,-2.957582139,5.64E-04,0.00262231,Os05g0153066,probable ubiquitin-conjugating enzyme E2 23,LOC107277097
LOC107275981,0,0,0,0,0,0,65.68300663,38.9451404,11.46280524,2.547283824,-0.526985455,-0.526985455,-0.526985455,-0.526985455,-0.526985455,-0.526985455,2.390622753,1.202939333,-0.017813047,-0.413836308,0,0,0,-2.950989601,5.65E-04,0.002623144,1,0,0,0,-2.950989601,5.65E-04,0.002623144,#N/A,#N/A,LOC107275981
LOC9269642,15.30277762,27.82834054,23.82561514,4.810838047,17.1399627,4.160439883,56.98966752,104.2045648,18.34048838,23.77464903,-0.476816025,-0.060184902,-0.193325423,-0.825803818,-0.415706717,-0.847437665,0.909792771,2.480276732,-0.375774271,-0.195020682,-1.333564725,0.057123624,0.102852863,-1.927153196,6.79E-04,0.00309933,1,-1.333564725,0.057123624,0.102852863,-1.927153196,6.79E-04,0.00309933,Os11g0100800,exocyst complex component EXO70B1,LOC9269642
LOC4350853,17.65705111,3.629783549,7.658233439,4.810838047,13.0590192,12.48131965,19.31853136,37.89256903,0,2.547283824,0.513025633,-0.738167531,-0.37884103,-0.632820762,0.102894005,0.051364815,0.66122504,2.317977423,-1.061934105,-0.834723488,0.075963575,0.926455744,0.948432135,-4.358422025,6.90E-04,0.003146715,1,0.075963575,0.926455744,0.948432135,-4.358422025,6.90E-04,0.003146715,Os11g0598900,uncharacterized LOC4350853%2C transcript variant X2,LOC4350853
LOC107275557,0,0,0,0,0,0,14.48889852,16.84114179,0,0,-0.472679285,-0.472679285,-0.472679285,-0.472679285,-0.472679285,-0.472679285,1.713274555,2.068159725,-0.472679285,-0.472679285,0,0,0,-6.431270457,6.95E-04,0.003166322,1,0,0,0,-6.431270457,6.95E-04,0.003166322,#N/A,#N/A,LOC107275557
LOC4324873,748.6589669,475.5016449,310.5839117,601.3547558,1504.235774,761.3604986,916.6643131,1966.203304,217.7932995,54.34205492,-0.011882054,-0.474829264,-0.754331948,-0.261533328,1.268670021,0.009644511,0.272853519,2.051612898,-0.911593539,-1.188610817,0.902344893,0.090043876,0.151603154,-3.406991909,7.35E-04,0.003319508,1,0.902344893,0.090043876,0.151603154,-3.406991909,7.35E-04,0.003319508,Os01g0910900,uncharacterized LOC4324873,LOC4324873
LOC4328369,0,0,0,0,0,0,31.87557675,32.62971222,5.731402619,1.698189216,-0.539676801,-0.539676801,-0.539676801,-0.539676801,-0.539676801,-0.539676801,1.851723464,1.908300943,-0.109689986,-0.412273612,0,0,0,-3.177447199,8.35E-04,0.003702503,1,0,0,0,-3.177447199,8.35E-04,0.003702503,#N/A,#N/A,LOC4328369
